CellId	Length	Radius	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
0	129.816	6.11008	3.79407	1.20224	0.0830473	8.44878	180.825	-55.2179	11.9583	155.962	-172.421
1	25.1455	7.58649	0.0132096	-0.00109147	0.00173	11.9583	155.962	-172.421	33.1068	158.195	-185.758
2	52.8952	5.73326	0.0216902	-0.00123334	0.0160013	11.9583	155.962	-172.421	-32.4412	162.092	-198.908
3	18.3565	3.96761	0.0568488	0	0.0701285	33.1068	158.195	-185.758	46.3661	160.422	-175.105
4	28.077	5.55836	0.0363137	-0.0168196	0.0550491	33.1068	158.195	-185.758	41.3557	160.819	-210.922
5	13.5136	4.31846	0.0427918	-0.137882	0.00327468	-32.4412	162.092	-198.908	-39.4202	154.96	-207.955
6	4.59703	3.7367	0.0193286	0	0.0017658	46.3661	160.422	-175.105	48.2442	157.722	-171.904
7	11.1446	2.74824	0.055902	0.136954	0.0258566	46.3661	160.422	-175.105	53.6332	168.427	-176.166
8	10.133	4.14474	0.028884	0	0.00837736	41.3557	160.819	-210.922	45.9815	154.469	-217.188
9	24.4937	2.84051	0.0510056	-0.285484	0.0592402	41.3557	160.819	-210.922	55.3799	178.731	-215.072
10	9.01114	2.98471	0.0575881	0	0.038748	-39.4202	154.96	-207.955	-40.4843	147.066	-204.517
11	22.4988	3.16418	0.0686178	-0.0222429	0.0583713	-39.4202	154.96	-207.955	-50.1313	153.165	-226.229
12	13.3103	2.43635	0.0739764	0.107986	0.0756307	48.2442	157.722	-171.904	52.8975	146.686	-168.796
13	13.019	2.11776	0.0882563	0.142444	0.0743879	48.2442	157.722	-171.904	50.683	161.426	-160.627
14	14.4347	2.34178	0.0591864	0.440035	0.0274917	53.6332	168.427	-176.166	57.7906	181.606	-173.638
15	14.5532	1.87064	0.0698089	0.990149	0.0048328	53.6332	168.427	-176.166	67.8835	166.743	-174.203
16	9.62996	3.23169	0.0717409	0.0847296	0.0724542	45.9815	154.469	-217.188	47.7516	154.316	-225.99
17	9.07523	2.3676	0.0819635	0	0.0791167	45.9815	154.469	-217.188	47.4458	146.62	-214.547
18	18.2735	2.03475	0.052125	-0.437799	0.0353641	55.3799	178.731	-215.072	72.9026	180.809	-215.44
19	13.2173	2.56135	0.0514768	0.123332	0.0266064	55.3799	178.731	-215.072	57.4417	191.433	-215.477
20	13.574	2.84591	0.0437141	0.0796431	0.0506386	-46.5982	172.508	-194.61	-55.099	179.103	-201.763
21	12.1102	3.00655	0.0592086	0.0103488	0.0478593	-46.5982	172.508	-194.61	-47.7799	172.936	-183.121
22	8.357	2.086	0.0562692	0.0339459	0.00734052	-40.4843	147.066	-204.517	-38.0239	140.039	-208.176
23	8.2773	2.21743	0.0565961	-0.225616	0.0308563	-40.4843	147.066	-204.517	-44.3535	141.811	-199.839
24	5.42137	3.47816	0.0548914	0	0.0210007	-50.1313	153.165	-226.229	-54.4873	153.994	-229.15
25	11.0952	2.2428	0.0862576	0.327936	0.0596228	-50.1313	153.165	-226.229	-49.2143	146.144	-233.943
26	6.40966	1.98566	0.0700093	0	0.0206469	52.8975	146.686	-168.796	58.9429	144.989	-168.911
27	9.22344	1.96302	0.0741225	0.163149	0.0349117	52.8975	146.686	-168.796	51.2638	139.056	-164.49
28	11.183	1.77394	0.0855881	0.837274	0.0199231	50.683	161.426	-160.627	53.827	168.311	-152.694
29	12.7827	1.77547	0.146736	-0.399639	0.0262121	50.683	161.426	-160.627	52.8169	156.614	-149.338
30	4.35292	2.44393	0.086327	0	0.018209	57.7906	181.606	-173.638	58.4989	185.737	-174.48
31	13.3311	1.71693	0.0848266	-0.00783264	0.0322202	57.7906	181.606	-173.638	68.3952	185.876	-167.629
32	23.3175	1.56652	0.104205	-0.770027	0.0302043	67.8835	166.743	-174.203	86.2389	164.223	-161.202
33	6.94647	1.65715	0.0802222	0.433086	0.0199954	67.8835	166.743	-174.203	73.6131	165.959	-177.8
34	9.45366	3.10581	0.0860672	0	0.0474055	47.7516	154.316	-225.99	54.2936	152.996	-232.066
35	13.0516	1.81123	0.103265	-0.467452	0.130426	47.7516	154.316	-225.99	41.5649	150.658	-235.026
36	6.00005	2.05443	0.0829951	0	0.0271071	47.4458	146.62	-214.547	44.213	141.782	-214.029
37	10.7566	2.00662	0.0638328	-0.0918686	0.0319694	47.4458	146.62	-214.547	55.3226	139.846	-215.391
38	15.2649	1.76474	0.0714465	0.359629	0.0180844	72.9026	180.809	-215.44	82.8778	191.897	-213.905
39	6.92221	1.76073	0.0848092	-0.0866478	0.0175292	72.9026	180.809	-215.44	79.01	177.971	-214.477
40	4.53168	2.89763	0.0756206	0	0.0237292	57.4417	191.433	-215.477	56.4714	195.308	-213.57
41	6.83244	2.07592	0.130638	0	0.0640326	57.4417	191.433	-215.477	61.2833	195.293	-218.879
42	6.69828	2.47007	0.0624088	0.178714	0.0344206	-55.099	179.103	-201.763	-60.3808	182.362	-199.916
43	10.9262	1.86193	0.0705002	0.695273	0.0241552	-55.099	179.103	-201.763	-59.9559	182.307	-210.705
44	7.75113	2.44055	0.0608027	0	0.0335881	-47.7799	172.936	-183.121	-52.16	177.934	-179.646
45	13.5888	2.14857	0.0576637	0.430548	0.0130718	-47.7799	172.936	-183.121	-47.8553	166.173	-171.537
46	33.5079	1.50136	0.0997686	-0.0204162	0.0619989	-38.0239	140.039	-208.176	-44.6435	109.207	-207.133
47	16.3164	1.76622	0.0589308	0.156899	0.0232949	-38.0239	140.039	-208.176	-37.9208	124.898	-213.174
48	5.0738	1.96072	0.0978652	0.00218994	0.0414105	-38.0239	140.039	-208.176	-33.9008	139.58	-210.73
49	10.7698	1.79166	0.120118	0.103286	0.0351088	-44.3535	141.811	-199.839	-51.3757	134.149	-199.35
50	9.84099	1.67005	0.0906477	0.111181	0.00994231	-44.3535	141.811	-199.839	-41.3211	136.092	-192.555
51	11.0035	1.97015	0.107196	0.58007	0.0725964	-54.4873	153.994	-229.15	-57.3989	149.84	-238.066
52	10.4094	2.13903	0.0773762	0.333723	0.0836232	-54.4873	153.994	-229.15	-63.3716	155.657	-232.403
53	17.6564	1.71283	0.0772358	-0.693303	0.0348268	-49.2143	146.144	-233.943	-56.0686	130.578	-235.295
54	11.2501	2.10163	0.0810414	0.334172	0.0161504	-49.2143	146.144	-233.943	-46.4641	142.985	-244.191
55	11.1842	1.78158	0.0972423	-0.639678	0.0230488	58.9429	144.989	-168.911	66.577	138.793	-164.132
56	11.8512	1.51653	0.158051	0.549213	0.0578668	58.9429	144.989	-168.911	62.433	142.426	-179.243
57	13.7123	1.75112	0.0786652	-0.28527	0.0188021	51.2638	139.056	-164.49	54.7166	126.06	-163.903
58	6.6845	1.62908	0.0680994	-0.477789	0.0108982	51.2638	139.056	-164.49	49.1122	135.773	-159.168
59	5.59291	1.73884	0.101702	0	0.0432336	53.827	168.311	-152.694	52.4192	170.952	-148.246
60	13.1334	1.69661	0.0807884	0.0930169	0.0176945	53.827	168.311	-152.694	63.3592	173.837	-145.975
61	10.7556	1.65255	0.0936331	-0.20515	0.0172676	52.8169	156.614	-149.338	48.337	152.098	-140.893
62	15.7135	1.58678	0.12559	0.29688	0.0345969	52.8169	156.614	-149.338	61.7816	152.309	-137.859
63	5.14531	2.20133	0.150075	0	0.0640119	58.4989	185.737	-174.48	58.2135	190.066	-172.345
64	9.0608	1.65627	0.106087	-0.530454	0.0542993	58.4989	185.737	-174.48	65.2738	188.925	-178.698
65	6.76521	1.42859	0.162807	-0.651572	0.0307583	68.3952	185.876	-167.629	70.9382	183.631	-162.01
66	14.7358	1.66062	0.0760593	0.138773	0.0159135	68.3952	185.876	-167.629	78.5597	196.049	-165.738
67	27.4813	1.55991	0.0989531	0.241568	0.0421795	86.2389	164.223	-161.202	111.423	171.674	-158.842
68	28.149	1.52773	0.0963042	0.0701929	0.0914656	86.2389	164.223	-161.202	106.636	149.924	-154.523
69	19.9208	1.62016	0.0908998	0.0920518	0.0239181	73.6131	165.959	-177.8	91.2347	158.115	-180.345
70	4.76335	1.80148	0.113032	-0.0956404	0.033871	73.6131	165.959	-177.8	75.5381	166.493	-181.951
71	14.9228	1.96348	0.0921011	-1.03802	0.0731516	54.2936	152.996	-232.066	65.7948	155.189	-239.568
72	5.50279	3.11291	0.060282	0	0.0229759	54.2936	152.996	-232.066	54.5858	149.389	-236.047
73	13.1984	1.70444	0.0943405	-0.0444661	0.0423977	41.5649	150.658	-235.026	41.9947	141.477	-243.734
74	5.48188	1.87615	0.06835	-0.770808	0.0152006	41.5649	150.658	-235.026	37.0179	151.596	-237.783
75	5.17275	1.76647	0.134443	-0.332348	0.0237448	44.213	141.782	-214.029	42.4128	140.122	-209.609
76	7.99557	1.73687	0.110574	-0.122492	0.0182066	44.213	141.782	-214.029	41.1831	136.331	-218.8
77	8.20596	1.61332	0.0694654	-0.00941119	0.0121175	55.3226	139.846	-215.391	62.9837	140.657	-212.864
78	9.05814	1.92947	0.0822964	0.1806	0.0304586	55.3226	139.846	-215.391	58.8778	131.954	-216.924
79	28.587	1.58172	0.101451	-0.166542	0.0328545	82.8778	191.897	-213.905	102.783	208.237	-203.763
80	5.37852	1.84614	0.0784172	0	0.0189661	82.8778	191.897	-213.905	85.8254	194.537	-217.398
81	4.60698	1.50167	0.183627	0.00179484	0.0856068	79.01	177.971	-214.477	80.7629	175.885	-211.224
82	10.1339	1.77078	0.0782311	-0.0488211	0.0225916	79.01	177.971	-214.477	88.9131	178.098	-214.13
83	7.15415	1.87883	0.176551	0.0484551	0.230534	56.4714	195.308	-213.57	53.1231	200.014	-214.236
84	17.3538	1.95982	0.058402	-0.678514	0.0398222	56.4714	195.308	-213.57	63.5611	210.099	-210.493
85	12.0168	1.80637	0.0642074	-0.524009	0.00662623	61.2833	195.293	-218.879	66.487	206.004	-219.717
86	3.32186	0.110886	1.39681	0	0.0285579	61.2833	195.293	-218.879	61.5551	193.226	-221.346
87	9.33366	1.8184	0.0959775	0.303959	0.0178369	-60.3808	182.362	-199.916	-67.0518	176.075	-199.654
88	7.80043	2.08069	0.128356	-0.80003	0.0805041	-60.3808	182.362	-199.916	-63.8983	188.658	-200.244
89	9.87662	1.90994	0.054415	0.714841	0.0150848	-59.9559	182.307	-210.705	-65.4668	189.127	-214.922
90	8.13494	1.50908	0.0803679	0.87761	0.0059596	-59.9559	182.307	-210.705	-60.8627	175.454	-214.903
91	11.8989	1.73673	0.0847347	0.0656056	0.00865381	-52.16	177.934	-179.646	-60.7533	171.286	-175.05
92	9.75892	1.96069	0.0766697	0.275307	0.0301584	-52.16	177.934	-179.646	-53.3081	185.983	-174.785
93	12.7884	1.68971	0.109404	-0.43539	0.0457931	-47.8553	166.173	-171.537	-52.3338	156.333	-165.823
94	12.0025	1.75498	0.147029	-0.123284	0.0461912	-47.8553	166.173	-171.537	-44.7262	164.253	-160.668
95	9.42512	1.47917	0.0974378	0.641759	0.0358109	-44.6435	109.207	-207.133	-42.9691	100.414	-205.494
96	3.96935	1.53266	0.0488127	0	0.0049783	-44.6435	109.207	-207.133	-48.2228	107.598	-207.579
97	9.39721	1.68605	0.0824738	-0.0214002	0.0399532	-37.9208	124.898	-213.174	-39.3285	117.02	-217.371
98	9.68094	1.64381	0.122662	0.0138886	0.0377473	-37.9208	124.898	-213.174	-33.052	117.078	-211.698
99	22.8181	1.52294	0.131554	0.0974781	0.0731508	-33.9008	139.58	-210.73	-19.3478	124.43	-207.444
100	10.4574	1.58385	0.102092	0.300753	0.0325033	-33.9008	139.58	-210.73	-31.3636	136.42	-220.013
101	18.5786	1.61406	0.079531	-0.392028	0.0424258	-41.3211	136.092	-192.555	-41.0291	120.722	-183.537
102	5.31616	1.70125	0.112604	0	0.0520203	-41.3211	136.092	-192.555	-37.6168	133.877	-189.927
103	30.2569	1.58045	0.109037	-0.00391513	0.0345792	-57.3989	149.84	-238.066	-73.8374	125.775	-240.51
104	10.0461	1.9071	0.161783	0.0719274	0.0145837	-57.3989	149.84	-238.066	-61.3552	150.149	-247.138
105	9.35327	1.7547	0.128867	-0.57151	0.0325023	-63.3716	155.657	-232.403	-67.1547	161.465	-238.235
106	6.10077	2.20146	0.0633729	0	0.0116229	-63.3716	155.657	-232.403	-68.7621	152.956	-232.276
107	24.7078	1.59514	0.0953433	0.173102	0.0516695	-56.0686	130.578	-235.295	-66.9223	109.763	-234.347
108	35.1441	1.53783	0.106496	-0.541709	0.0479841	-56.0686	130.578	-235.295	-63.21	103.326	-253.486
109	12.5559	1.57163	0.109482	-0.323605	0.0504472	-46.4641	142.985	-244.191	-36.7093	145.89	-250.459
110	12.7104	2.04384	0.0728877	-0.0889808	0.0178247	-46.4641	142.985	-244.191	-47.4524	137.281	-255.257
111	28.6022	1.53636	0.134289	0.244075	0.041197	66.577	138.793	-164.132	79.1866	123.833	-144.849
112	34.2574	1.60612	0.106491	-0.0170788	0.0284016	66.577	138.793	-164.132	88.2382	114.248	-170.295
113	7.77876	1.69661	0.0743146	-0.107711	0.0493415	54.7166	126.06	-163.903	52.6976	119.014	-165.012
114	3.32882	2.25211	0.130386	0	0.0418454	54.7166	126.06	-163.903	56.9877	124.22	-162.613
115	4.17833	1.70329	0.0845651	0	0.0175638	49.1122	135.773	-159.168	45.3617	134.254	-158.469
116	37.0973	1.4574	0.11602	0.0859369	0.014068	49.1122	135.773	-159.168	51.5154	111.74	-131.692
117	9.26666	1.54252	0.100416	0.32124	0.0283797	52.4192	170.952	-148.246	50.0828	179.429	-146.275
118	9.79845	1.65906	0.0879111	-0.325224	0.0320457	52.4192	170.952	-148.246	54.8385	173.685	-139.481
119	17.1102	1.47507	0.191046	-0.455528	0.0746253	63.3592	173.837	-145.975	74.3345	174.404	-134.454
120	29.8563	1.5111	0.0995905	-0.411498	0.038074	63.3592	173.837	-145.975	69.5737	197.851	-131.417
121	13.8024	1.56807	0.159355	-0.215739	0.0347253	48.337	152.098	-140.893	46.6893	147.556	-128.459
122	6.61521	1.47653	0.141572	0.122669	0.0751218	48.337	152.098	-140.893	44.6206	147.824	-138.487
123	36.3247	1.48471	0.158089	-0.124187	0.0784105	61.7816	152.309	-137.859	67.7819	136.562	-108.693
124	17.2409	1.40686	0.133768	0.0407252	0.0550676	61.7816	152.309	-137.859	68.0235	141.256	-127.568
125	22.8296	1.69949	0.0932642	0.191462	0.0170171	58.2135	190.066	-172.345	55.8249	206.281	-157.007
126	9.82831	1.85504	0.0750158	-0.396754	0.0237851	58.2135	190.066	-172.345	58.7507	199.204	-175.237
127	24.3313	1.5529	0.112846	-0.136172	0.0221295	65.2738	188.925	-178.698	80.1759	207.362	-176.54
128	7.76559	1.46715	0.138587	0.725861	0.0253288	65.2738	188.925	-178.698	66.4907	188.555	-186.164
129	11.3196	1.4603	0.122511	-0.172197	0.0520248	78.5597	196.049	-165.738	83.4428	203.012	-159.147
130	19.3433	1.57914	0.0966482	-0.373264	0.0169168	78.5597	196.049	-165.738	96.8834	201.087	-166.565
131	17.1279	1.53688	0.0943941	-1.15482	0.0376707	91.2347	158.115	-180.345	107.409	161.407	-180.409
132	15.1673	1.4918	0.127347	-0.284261	0.0282868	91.2347	158.115	-180.345	99.5307	146.979	-185.318
133	18.7454	1.54457	0.0938349	0.214536	0.0551734	75.5381	166.493	-181.951	92.0614	172.843	-180.446
134	21.0017	1.47635	0.113284	0.141379	0.0311072	75.5381	166.493	-181.951	75.1629	152.293	-196.548
135	10.3471	1.77537	0.0879726	0.277628	0.043679	65.7948	155.189	-239.568	74.9677	151.876	-241.347
136	6.87253	1.7838	0.0711725	0	0.0108037	65.7948	155.189	-239.568	67.2167	160.165	-243.978
137	16.8931	1.8954	0.0826619	-0.0304434	0.0397182	54.5858	149.389	-236.047	67.5909	141.922	-242.299
138	16.7989	2.09323	0.105771	-0.260943	0.051558	54.5858	149.389	-236.047	55.2902	141.049	-249.654
139	25.3866	1.58032	0.0827734	-0.113812	0.0258896	41.9947	141.477	-243.734	43.5873	118.778	-253.458
140	9.83605	1.5787	0.161518	-0.77269	0.0788429	41.9947	141.477	-243.734	39.4767	140.165	-252.398
141	8.20989	1.59954	0.14396	-0.166229	0.0680433	37.0179	151.596	-237.783	29.4926	150.285	-238.644
142	24.3274	1.52846	0.151012	-0.490476	0.0486696	37.0179	151.596	-237.783	26.5831	157.986	-257.492
143	7.19915	1.63278	0.105882	0.312704	0.032541	42.4128	140.122	-209.609	42.5892	134.156	-206.006
144	5.09633	1.64833	0.0949505	-0.334516	0.0179387	42.4128	140.122	-209.609	38.2872	142.784	-208.629
145	13.1267	1.6479	0.0693348	0.0167983	0.0204115	41.1831	136.331	-218.8	39.177	124.245	-222.722
146	11.4844	1.48032	0.128758	-0.261576	0.0659666	41.1831	136.331	-218.8	31.9324	134.161	-223.878
147	5.2298	1.51066	0.110289	1.48191	0.0123077	62.9837	140.657	-212.864	64.3492	136.421	-210.24
148	3.56893	1.66488	0.119023	0	0.0430235	62.9837	140.657	-212.864	65.8342	142.532	-213.124
149	8.2204	1.89885	0.0828149	-0.217119	0.0522422	58.8778	131.954	-216.924	59.028	124.154	-217.326
150	32.6154	1.60277	0.113664	0.487803	0.0709763	58.8778	131.954	-216.924	81.5867	111.976	-213.371
151	22.6965	1.50438	0.0937538	0.148216	0.0298468	102.783	208.237	-203.763	102.987	229.771	-199.081
152	3.93953	1.77765	0.053596	0.0291692	0.00430485	102.783	208.237	-203.763	106.587	208.077	-202.816
153	13.1252	1.44595	0.148347	-0.550483	0.101658	85.8254	194.537	-217.398	84.6015	203.513	-225.137
154	17.5391	1.62537	0.0754259	-0.237181	0.0192734	85.8254	194.537	-217.398	99.6416	204.768	-218.13
155	9.12547	1.65724	0.0857744	-0.335737	0.0601663	88.9131	178.098	-214.13	97.1258	176.696	-216.293
156	19.343	1.53821	0.153061	0.399601	0.174389	88.9131	178.098	-214.13	104.404	181.338	-209.568
157	36.1905	1.54109	0.0829807	0.16065	0.0328148	53.1231	200.014	-214.236	49.5224	234.324	-220.374
158	13.4464	1.55538	0.110926	-0.345156	0.042317	53.1231	200.014	-214.236	54.5393	210.332	-206.624
159	29.6853	1.69708	0.0835209	-0.0439944	0.025846	63.5611	210.099	-210.493	70.5256	238.003	-213.696
160	7.64872	1.70991	0.0845222	-0.991385	0.0626613	63.5611	210.099	-210.493	65.3963	216.361	-207.454
161	6.54768	1.57708	0.114931	0.240465	0.0417151	66.487	206.004	-219.717	65.7055	211.309	-222.996
162	27.3321	1.60242	0.0822779	0.377985	0.0301097	66.487	206.004	-219.717	85.9863	223.857	-221.966
163	14.109	1.67383	0.074491	0.331589	0.0183308	-67.0518	176.075	-199.654	-79.0148	170.534	-195.395
164	18.3801	1.49621	0.160293	-0.200406	0.147695	-67.0518	176.075	-199.654	-79.5742	172.13	-208.824
165	6.53666	1.83701	0.0786865	-0.0178481	0.00739337	-63.8983	188.658	-200.244	-64.2434	195.01	-198.966
166	14.248	1.70746	0.0584003	-0.234768	0.0240731	-63.8983	188.658	-200.244	-77.634	190.745	-199.508
167	14.2158	1.77963	0.089107	0.0276166	0.0491504	-65.4668	189.127	-214.922	-76.8253	196.374	-216.355
168	7.92485	1.68569	0.125546	0.571679	0.0330074	-65.4668	189.127	-214.922	-67.764	191.725	-221.765
169	7.5324	1.51409	0.110913	0.206191	0.0203939	-60.7533	171.286	-175.05	-66.4307	172.297	-170.441
170	29.1586	1.5959	0.114585	1.10072	0.0411487	-60.7533	171.286	-175.05	-76.6073	148.637	-170.575
171	15.3786	1.61525	0.0995916	0.0182008	0.00676845	-53.3081	185.983	-174.785	-59.368	187.45	-160.841
172	12.9333	1.79747	0.0836623	0.274078	0.0201046	-53.3081	185.983	-174.785	-53.2393	197.978	-170.677
173	11.2328	1.52813	0.261443	0.477523	0.184119	-52.3338	156.333	-165.823	-54.1687	147.394	-168.413
174	7.95723	1.72375	0.0949087	0.144657	0.0246372	-52.3338	156.333	-165.823	-54.342	153.05	-159.078
175	23.0053	1.6147	0.128757	0.095639	0.0194195	-44.7262	164.253	-160.668	-44.5032	170.054	-138.861
176	8.67144	1.69744	0.090767	0.291674	0.0211981	-44.7262	164.253	-160.668	-40.1631	159.491	-155.32
177	39.4289	1.53205	0.115444	0.135846	0.0481109	-39.3285	117.02	-217.371	-47.0423	82.2787	-229.566
178	2.83429	2.22088	0.185841	0	0.0556644	-39.3285	117.02	-217.371	-37.276	115.738	-218.533
179	12.204	1.47636	0.207356	-0.465703	0.27213	-33.052	117.078	-211.698	-26.8722	111.083	-207.467
180	18.1884	1.53206	0.133102	-0.0854225	0.079357	-33.052	117.078	-211.698	-18.1092	110.333	-215.594
181	42.5436	1.46046	0.167404	0.181933	0.0452664	-31.3636	136.42	-220.013	-25.359	109.553	-249.991
182	7.40527	1.29394	0.163606	1.46565	0.0369017	-31.3636	136.42	-220.013	-29.8383	137.358	-226.926
183	10.4078	1.48635	0.180445	0.316355	0.0750359	-41.0291	120.722	-183.537	-34.145	114.955	-179.921
184	3.37373	2.25942	0.157444	0	0.0596963	-41.0291	120.722	-183.537	-42.4584	118.277	-182.084
185	19.9269	1.57013	0.131366	-0.358848	0.0365848	-37.6168	133.877	-189.927	-30.6961	115.972	-190.964
186	3.85002	1.41745	0.0979044	0	0.0316016	-37.6168	133.877	-189.927	-37.2462	134.385	-186.248
187	17.5533	1.67515	0.107567	0.0566298	0.0149292	-61.3552	150.149	-247.138	-61.7428	159.465	-261.705
188	10.3222	1.81124	0.104985	0.593714	0.0195798	-61.3552	150.149	-247.138	-67.8922	144.798	-252.718
189	13.2072	1.68064	0.104009	-0.168157	0.0195672	-67.1547	161.465	-238.235	-75.1408	166.769	-246.946
190	4.87689	1.83128	0.084397	-1.25702	0.0101941	-67.1547	161.465	-238.235	-66.4475	166.221	-237.804
191	7.29628	1.68101	0.0800042	-0.182784	0.0224203	-68.7621	152.956	-232.276	-73.5171	149.166	-228.541
192	15.6205	1.64214	0.0845791	-0.447836	0.0211693	-68.7621	152.956	-232.276	-82.9822	153.15	-237.91
193	10.3164	1.48902	0.116322	-0.000928778	0.0197355	-36.7093	145.89	-250.459	-32.8535	154.056	-255.019
194	7.89606	1.50372	0.118462	-0.518412	0.00855241	-36.7093	145.89	-250.459	-31.8844	140.304	-253.069
195	9.18685	1.80919	0.0793007	0.209599	0.055295	-47.4524	137.281	-255.257	-46.1039	128.799	-256.678
196	14.1613	1.78237	0.08435	-0.404379	0.0637194	-47.4524	137.281	-255.257	-54.5944	134.96	-266.249
