CellId	Radius	Length	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
275	1.62706	23.0123	0.0833948	-0.417582	0.0159212	-75.8015	196.109	-215.927	-91.1731	210.239	-224.71
276	1.55925	9.36017	0.0921204	1.807	0.0133158	-91.1731	210.239	-224.71	-94.627	218.788	-225.262
277	1.58926	5.12252	0.162207	-0.0157121	0.0348311	-91.1731	210.239	-224.71	-95.5195	210.868	-226.994
278	1.75222	8.02919	0.13693	0.39552	0.0235252	-64.7978	188.617	-214.487	-67.5762	191.485	-221.239
279	1.80438	15.223	0.075671	0.0370741	0.0150572	-67.5762	191.485	-221.239	-75.1737	202.513	-227.99
280	1.59627	45.7429	0.0723278	0.186605	0.0273935	-75.1737	202.513	-227.99	-106.562	231.81	-239.769
281	1.56786	25.098	0.0905669	-0.167694	0.0277289	-59.0529	187.338	-161.555	-71.0417	200.631	-144.943
282	1.46135	10.465	0.173075	0.0947585	0.0693902	-71.0417	200.631	-144.943	-71.2571	200.057	-135.177
283	1.5034	14.1919	0.0839699	0.133311	0.0154625	-71.0417	200.631	-144.943	-71.0433	214.409	-142.601
284	1.83101	11.9884	0.0825974	0.233777	0.0159097	-53.2246	185.758	-175.004	-53.1431	196.949	-171.263
285	1.83801	6.15905	0.12478	0.088041	0.0225663	-53.1431	196.949	-171.263	-55.5271	202.475	-171.02
