product_id,manufacturer,product_name,catalog_number,prior_visibility_state,verification_grade,market_status,market_confidence,safety_display,safety_action_scope,safety_reference_codes,status_recommendation_gate,role_count,authored_option_count
"PRD-C3FA589A20","Micro-Tech Endoscopy","Micro-Tech Uncovered Straight Tracheal Stent","ST02-331-14.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C3FB38433F","ERBE","CO2 Switching Valve for Two Gas Cylinder Adapters","20402-052","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-C3FDFF59E0","ERBE","FiAPC Probe 2200 A","20132-222","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C41140BA51","Cook Medical","Arndt Endobronchial Blocker Set","G44114","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-C47EB33229","ERBE","Bipolar Connecting Cable, Standard, 4 m, 2-Pin Connection","20196-121","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-C48BF25736","Karl Storz","Round Spoon Biopsy Forceps","10372LL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C492434340","ERBE","FiAPC Probe 2200 C","20132-225","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C649B4B9C5","Karl Storz","Round Spoon Biopsy Forceps","10370L","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C64D0F8310","Karl Storz","Suction Tube with Rubber Tip, Straight","10381B","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C684D9ADCF","ERBE","ERBECRYO 2 Exhaust Gas Hose, 10 m","20402-008","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-C717487CFD","Richard Wolf","Rotation Forceps for Hard Foreign Bodies","8280.46","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C737E93B1B","Karl Storz","Graduated Container","10455A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C783A34A62","Olympus","OER-Pro Scope ID Tag","MAJ-1545","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","2","3"
"PRD-C79EA91A93","FUJIFILM SonoSite","SonoSite P5-1 Transducer","P5-1","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","5"
"PRD-C7E66C10DC","Micro-Tech Endoscopy","Micro-Tech Uncovered Straight Tracheal Stent","ST02-331-16.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C8C51A4D95","Novatech","NOVATECH EWS Mixed Size Set","01EWS12A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-C9704EAA93","Micro-Tech Endoscopy","Micro-Tech Uncovered Y-Shaped Tracheal Stent","ST02-961-18.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CA32599DA2","Karl Storz","GRONINGEN Optical Dilation Tracheoscope","10337S","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CB09A823A5","Olympus","Peripheral Cytology Brush","BC-205D-2010","hidden","verified_source","confirmed_current_us","high","no_exact_action_found_as_of_snapshot","","","clear","1","3"
"PRD-CB102A8291","Richard Wolf","Automatic Leak Test Adapter","163.905","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CB1622624D","Olympus","BF-MP190F Video Bronchoscope","BF-MP190F","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0327-2024 Z-2497-2023","blocked_active_safety_action","1","1"
"PRD-CB585AE377","ERBE","Monopolar Connecting Cable, VIO/ICC/ACC International, 4 m, for Pencil/Hook","20192-110","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-CB5FB20E4F","Richard Wolf","HEMER Bronchoscope Tube Bundle","8214.1261","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CB9242F78E","Richard Wolf","Optical Reichle Grasping Forceps Grasper XXL","8466.653","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CC458478A5","Olympus","UCR Low-Pressure CO2 Hose","MAJ-1085","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CC88761929","Karl Storz","Suction Tube with Cut-Off Hole","10383DD","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CC913540D8","Intuitive Surgical","Ion Peripheral Vision Probe","490106","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-CCDCC41B7E","Karl Storz","Trocar Only, Blunt Tip","30120NO","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CD315440D5","Micro-Tech Endoscopy","Micro-Tech Partially covered Y-Shaped Tracheal Stent","ST02-962-18.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-CD8F96B3C5","Olympus","Spiration Valve in Cartridge – 6 mm (HUD air-leak configuration)","REF-HUS-V6","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CDCBBB4171","ERBE","Return-Electrode Connecting Cable, Standard, 4 m, Contact Stud","20194-077","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-CE081B3A72","Richard Wolf","Universal Forceps, Serrated","8280.42","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-CE23D2A34E","Richard Wolf","ENDOCAM Logic 4K Camera Control Unit Bundle","55253011","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","10"
"PRD-D03502FFB4","ERBE","Gas Hose for ERBECRYO / ERBECRYO 2, 0.7 m","20448-000","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D063F090C6","ERBE","Monopolar Connecting Cable, 3-Pin to Olympus 3 mm Socket, 4.5 m","20192-135","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D07AD62770","Karl Storz","Forceps for Peanuts/Soft Foreign Bodies","10371KL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D0E745FF62","Karl Storz","Respirator Adapter for GRONINGEN Tracheoscope","10316LR","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D112B2C52A","Olympus","Spiration Valve in Cartridge – 9 mm (HUD air-leak configuration)","REF-HUS-V9","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D14312CC6A","Karl Storz","Optical Powder Blower","26072TK","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D18E672989","Richard Wolf","TEXAS Tracheoscope Tube ID 13 mm","825211030","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-D194D5A02B","ERBE","Return-Electrode Connecting Cable, Standard, 5 m, Contact Stud","20194-078","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D1DCE936D2","Novatech","STERITALC PF3 Poudrage Kit 3 g","16863","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D217637957","Richard Wolf","Optical Retrograde Biopsy Forceps","82530.0602","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D273A067EA","Karl Storz","Universal Bronchoscope, Distal Illumination, Size 7.5","10318C","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D2F1921685","Richard Wolf","RIWO-ART Straight Trocar Sleeve","8923.014","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D41DE241C1","ERBE","Monopolar Connecting Cable, Bovie Jack 8 mm to Olympus 3 mm, 4 m","20192-117","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D454A9C046","ERBE","Argon Gas Cylinder, 5 L, Empty, CGA 580","20132-165","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D54D46A95B","ERBE","CO2 Gas Bottle Adapter F","20402-060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D58A0A54AA","Richard Wolf","HF Coagulation Suction Tube","844202110","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D6F54A6D11","Olympus","BF-H190 Video Bronchoscope","BF-H190","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0053-2026 Z-0192-2024 Z-0327-2024 Z-2017-2023 Z-2496-2023","blocked_active_safety_action","1","1"
"PRD-D723C6FF62","ERBE","Bipolar Adapter, Standard to Martin/Berchtold/Aesculap","20183-025","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D736275364","Richard Wolf","PANOVIEW Telescope","8465.30","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D76C39F2B7","ERBE","APCapplicator, Rigid, 35 mm, Spatula Electrode","20132-250","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-D7A7620198","Karl Storz","Suction Catheter 5 Fr, Pack of 6","10478D","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D7F9A3A5D0","ERBE","APCapplicator, Rigid, 100 mm, Needle Electrode","20132-253","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-D85D52F0CD","ERBE","Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 4 m, for Pencil/Hook","20192-127","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D92BDB1551","Micro-Tech Endoscopy","Micro-Tech Fully Covered J-Shaped Tracheal Stent","ST02-974-16.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-D99A37C035","Richard Wolf","PANOVIEW PLUS Telescope","8934.4434","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-D9A63C6C45","ERBE","APCapplicator, Rigid, 350 mm, Needle Electrode","20132-255","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-DA286027ED","ERBE","One-Pedal Foot Switch for ERBECRYO 2","20402-200","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-DA3218ED45","ERBE","Monopolar Connecting Cable, Standard, 4 m, for Olympus 3 mm Snares","20192-119","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-DA396EF06D","ERBE","Bipolar Adapter, MF Socket / MF2 Plug for VIO 300 D","20183-100","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-DADAA6184C","Karl Storz","TONN Stent Applicator 9-12 mm, max 6 cm","10550","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DB7366704E","Karl Storz","Round Spoon Biopsy Forceps","10367L","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DC7D6310BB","ERBE","APCapplicator, Malleable, 160 mm, 1 Button","20132-257","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DCA951086F","ERBE","APC Ignition Test Adapter for VIO D/S, ICC, Standard","20183-070","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-DCD7CC99AF","Richard Wolf","Endobronchial Secretion Remover","825640546","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DE28F9BAFD","Richard Wolf","HEMER Tracheoscope Tube Bundle","8214.1441","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DE4182B356","ERBE","FiAPC Probe 2200 SC","20132-224","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DF239FD803","Karl Storz","Straight Scissors","10366S","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DF5BFBB99D","Olympus","Radial Ultrasound Miniature Probe","UM-S20-17S","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-DF791E6D1F","Karl Storz","Spring-Handle Sponge Holder 50 cm","10387A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DF917ECDBF","Intuitive Surgical","Ion Endoluminal System","Ion Endoluminal System","hidden","verified_source","current_status_unverified","low","safety_identity_review_required","family_level","","review_required","1","0"
"PRD-DF989CBDCB","Karl Storz","Straight Aspiration Biopsy Needle 1.6 mm x 47 cm","10436","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-DFBA1DB7E3","Richard Wolf","Optical Grasping Forceps","8465.61","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DFDC63935D","Richard Wolf","Cotton Applicator","8296.51","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-DFFE75EB48","Richard Wolf","Flexible Trocar Sleeve","8906.011","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E02F46CDAD","Karl Storz","Optical Universal Forceps","10352U","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E060DC2383","ERBE","Return-Electrode Connecting Cable, International, 5 m, Split-Contact Electrode","20194-087","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E09A4CA6E0","Karl Storz","Suction Tube","10380C","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E0A45CB3A7","Micro-Tech Endoscopy","Micro-Tech Partially covered Straight Tracheal Stent","ST02-332-14.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E0E5A0320D","ERBE","Bipolar Connecting Cable, WOLF MF, 4 m","20196-119","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E27A6FA17A","ERBE","Bipolar Connecting Cable, Standard, 5 m, for Fixation Forceps","20196-060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E353F2E250","Richard Wolf","Leak Tester","163.903","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E3C70517F3","Novatech","NOVATECH EWS Size S","01EWS3S","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-E4277B23A8","Richard Wolf","HEMER Bronchoscope Tube Bundle","8214.0941","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E4B27EE86A","Karl Storz","Suction Tube with Cut-Off Hole","10383BL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E4FE22C28D","ERBE","Bipolar Adapter, International 22 mm to Standard","20183-053","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E56FC05269","Karl Storz","Optical Universal Forceps","10350U","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E5D003B78D","ERBE","Monopolar Adapter, Standard Socket to International 3-Pin","20183-028","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E6A1370266","Karl Storz","Universal Bronchoscope Tube, Proximal Illumination, Size 8.5","10318BP","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E6B6E0ACC5","Richard Wolf","Sealing Plug 25 mm","8256.99","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-E91AF4A4B3","ERBE","Monopolar Connecting Cable, Bovie Jack 8 mm to 4 mm, 4 m","20192-113","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E94BC99DC8","ERBE","Bipolar Connecting Cable, Olympus Resectoscope MF, 4 m","20196-115","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-E9CC27CF4B","Teleflex","Drainer Centesis Catheter","8809","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EAED780757","Karl Storz","Flexible Cannula with Silicone Leaflet Valve","30120NL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EB01698273","Karl Storz","Optical Soft-Foreign-Body Forceps","10352KF","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EB27F8D657","Novatech","STERITALC F2 Talc Vial 2 g","16903","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EB97D9D3E6","Olympus","Spiration Valve in Cartridge – 5 mm (HUD air-leak configuration)","REF-HUS-V5","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EC45CB0F5D","Karl Storz","HOPKINS Straight Forward Telescope","10320AA","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EC8645595D","ERBE","Return-Electrode Connecting Cable, Standard, 5 m, Silicone","20194-088","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-EC8FB40FB0","ERBE","Adapter for APCapplicator to APC 2 Standard Socket","20132-249","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-ED212D7E3C","Richard Wolf","Trocar Sleeve with Membrane Valve","8905.351","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-ED5A6147B6","Richard Wolf","Biopsy Valve Receptacle","15114175","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-ED98C24F0E","Richard Wolf","Biopsy Forceps, Smooth","8282.33","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-EE226986CB","ERBE","Monopolar Adapter, Standard Socket to Martin","20183-047","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-EEA17CA0DB","Richard Wolf","Surgical Probe","8379.672","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F00EF2568E","Karl Storz","TONN Stent Applicator 8-13 mm, max 10 cm","10540","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F12AF814EE","Karl Storz","Suction Tube with Cut-Off Hole","10383F","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F146CD24CF","Karl Storz","Universal Bronchoscope Tube, Proximal Illumination, Size 6.5","10318DP","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F14EF79E1A","Karl Storz","Respirator Adapter","10924D","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F1632F4CEC","ERBE","CO2 Gas Bottle Adapter G","20410-016","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-F1712066B6","Karl Storz","HOPKINS II Thoracoscopy Telescope","26072BA","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F1DC24ED97","Richard Wolf","Optical Double-Spoon Biopsy Forceps","8464.63","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F376B6A68F","Olympus","WM-NP3 GI Standard Workstation Configuration","K10035366","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-F40F385751","Richard Wolf","Optical Biopsy Forceps, Straight","8465.63","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F43740CB5C","Intuitive Surgical","Ion Flexision Biopsy Needle 23G","490102","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0355-2024 Z-2399-2024","blocked_active_safety_action","1","0"
"PRD-F4B4C5FC4D","Karl Storz","Suction Tube with Cut-Off Hole","10383CC","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F510911B2C","Olympus","OFP-2 Flushing Pump","OFP-2","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","0"
"PRD-F6BB76BECF","Richard Wolf","Thoracoscopy Tissue Retractor","8243.701","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F7968862EF","Richard Wolf","ERAGONbipolar Jaw Insert","82340024","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F7981773F7","Micro-Tech Endoscopy","Micro-Tech Partially covered Straight Tracheal Stent","ST02-332-16.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-F96DCD2AC6","Karl Storz","Full Lumen Operating Tracheoscope","10318F","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-F9A98419EA","Karl Storz","Flexible Small Biopsy Forceps","10358B","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","4"
"PRD-F9C809D277","ERBE","Monopolar Connecting Cable, Standard, 4 m, for CUT/COAG 4 mm Instruments","20192-104","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-FB1867A930","Richard Wolf","Grasping Forceps for Soft Foreign Bodies","8282.37","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-FB3438BD7A","Teleflex","Arrow Percutaneous Cavity Drainage Set – Curved","AI-01600","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","2","6"
"PRD-FCD805E954","Richard Wolf","Hand Blower with Sterile Disposable Filter","412700","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-FD34401E04","Cook Medical","Vinyl Connecting Tube","G02898","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-1844-2022","blocked_active_safety_action","1","2"
"PRD-FE1DBA6966","Olympus","WM-NP3 Basic Workstation Configuration","K10035361","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-FE67FEA4F0","Karl Storz","VERESS Pneumoperitoneum Needle","26120J","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-FEA0F47B62","Richard Wolf","PANOVIEW PLUS Telescope","82514.433","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-FF130FCDC6","Karl Storz","Forceps for Peanuts/Soft Foreign Bodies","10372K","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-FF384E6481","Richard Wolf","Optical Biopsy Forceps, Curved Up","82530.0701","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-FF9CE26B43","Richard Wolf","Tube with Luer-Lock Connector","886.00","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
